0.341277,0.329903,0.32882,1,0.474976,0.0520609,0.165598,0.379734,0.0357055,0.000983768,0.0169025,0.174679,0.245942,0.0236156,0.431451,0.13829,0.430013,0.01697,0.0426815
0.399463,0.295917,0.304621,0.284764,0.242418,0.131187,0.161875,0.216681,0.02977,0.0154772,0.050349,0.0808246,0.160791,0.0194917,0.54726,0.0251137,0.427197,0.301376,0.0523032
0.415855,0.301689,0.282456,0.137509,0.522996,0.0867087,0.126905,0.0403374,0.00266451,0.00165017,0.00359381,0.109368,0.242758,0.0433728,0.577611,0.102549,0.319655,0.144664,0.113083
0.355904,0.333205,0.310891,0.34451,0.442522,0.056513,0.296692,0.532276,0.0202522,0.000559701,0.0419961,0.110866,0.302985,0.0696436,0.400297,0.112576,0.48694,0,0.0791756
0.285453,0.346073,0.368473,0.506519,0.438853,0.0506349,0.0126319,0,0,0,0,0.128713,0.360678,0.015606,0.47128,0.058925,0.469526,0.027972,0.054031
0.327144,0.339162,0.333693,0.191372,0.432602,0.0947464,0.233537,0.0954198,0.0100127,0.0124682,0.0118645,0.082909,0.279644,0.0995889,0.548172,0.170237,0.281337,0.0664122,0.093696
0.354006,0.340515,0.305478,0.302147,0.3999,0.166351,0.141854,0.0569385,0.00202108,0.000286123,0.00662459,0.0926041,0.210587,0.114685,0.539586,0.143009,0.317118,0.0723891,0.0498407
0.399226,0.282426,0.318348,0.18356,0.218683,0.131472,0.0681878,0.574848,0.0465789,0.00689655,0.0275772,0.0746769,0.250304,0.0467984,0.343485,0.027302,0.628808,0.0279919,0.0659306
0.346085,0.333474,0.320441,0.222415,0.610184,0.0843405,0.0569054,0.100969,0.00893052,0.00928918,0.00359609,0.106905,0.111874,0.0194911,0.384487,0.1058,0.509308,0.0347334,0.263105
0.327377,0.342355,0.330267,0.0500379,0.46639,0.0280188,0.219392,0,0,0,0,0.0767714,0.057377,0.0459632,0.151879,0.119952,0.727657,0.00204918,0.458831
0.29387,0.321182,0.384948,0.0597171,0.670477,0.105554,0.0221064,0.0109597,0.000406404,0,0.000815445,0.0696667,0.132701,0.0119431,0.188973,0.0525279,0.758202,0.0399882,0.238519
0.353949,0.325012,0.321039,0.120377,0.286767,0.159111,0.2438,0.0537991,0.00338215,0.00122271,0.00238993,0.0874859,0.224454,0.0222009,0.506518,0.038656,0.454651,0.186201,0.175252
0.346452,0.32653,0.327018,0.336305,0.388451,0.119403,0.156507,0.105608,0.0119597,0.0240094,0.00920552,0.0897792,0.2364,0.0516037,0.651009,0.0808765,0.267946,0.199631,0.0475893
0.352466,0.323342,0.324192,0.543909,0.502198,0.0511663,0.238071,0.311114,0.0245752,0.0066509,0.0176924,0.134711,0.2718,0.076609,0.594227,0.147098,0.258526,0.11809,0.059204
0.356532,0.344103,0.299365,0.276464,0.536955,0.0850726,0.0800699,0.0301155,0.00129446,0,0.00337879,0.124123,0.331271,0.223196,0.62698,0.0994701,0.273138,0.0598185,0.0966868
0.358404,0.34634,0.295256,0.221372,0.627289,0.139896,0.0509355,0.0241211,0.00155784,0,0.00569518,0.103374,0.111624,0.0208846,0.364691,0.139671,0.495381,0.0777521,0.276441
0.33444,0.328707,0.336853,0.475152,0.428941,0.049532,0.0788374,0.0870812,0.00584173,0.00105644,0.00941695,0.131145,0.309991,0.145395,0.686686,0.142722,0.170439,0.175521,0.0426151
0.422314,0.311767,0.265919,0.32696,0.454615,0.0234656,0.0937926,0.117451,0.00393704,0,0.00704494,0.136087,0.212747,0.0153241,0.33497,0.0748802,0.589847,0.00455235,0.103384
0.388228,0.333692,0.27808,0.859596,0.412751,0.0478441,0.130854,0.0471056,0.0022535,0.000567537,0.00440954,0.136292,0.210131,0.0505062,0.730507,0.0721791,0.197171,0.33357,0.044591
0.340137,0.330023,0.329841,0.658714,0.715331,0.0762871,0.0435486,0,0,0,0,0.0526913,0.124252,0.0191146,0.186056,0.0446093,0.768671,0.00199336,0.0488893
0.339203,0.356078,0.304718,1,0.447187,0.0870802,0.0233096,0.240766,0.0097593,0.000455996,0.0288617,0.169261,0.23689,0.0276162,0.44077,0.0509818,0.50802,0.0797994,0.042305
0.38106,0.336302,0.282638,0.209914,0.421941,0.177989,0.314352,0.388942,0.0482785,0.0353365,0.0923187,0.0939079,0.241106,0.0369112,0.764215,0.050421,0.185124,0.478846,0.0729492
0.393946,0.3323,0.273754,0.406997,0.352689,0.171041,0.0332806,0.192874,0.0212732,0.00929512,0.0151684,0.0811716,0.213788,0.0228671,0.611633,0.0357231,0.352256,0.306739,0.042328
0.4821,0.288952,0.228947,0.163962,0.152098,0.0888139,0.0564641,0.372059,0.00618865,0,0.0227589,0.114314,0,0.00150809,0.153953,0.0274645,0.818091,0,0.0526914
